AphiaID;url;scientificname;authority;status;unacceptreason;taxonRankID;rank;valid_AphiaID;valid_name;valid_authority;parentNameUsageID;kingdom;phylum;class;order;family;genus;citation;lsid;isMarine;isBrackish;isFreshwater;isTerrestrial;isExtinct;match_type;modified
430822;https://marinespecies.org/aphia.php?p=taxdetails&id=430822;Caprella excelsa;Vassilenko, 1974;accepted;NA;220;Species;430822;Caprella excelsa;Vassilenko, 1974;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella excelsa Vassilenko, 1974. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430822 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430822;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430823;https://marinespecies.org/aphia.php?p=taxdetails&id=430823;Caprella eximia;Mayer, 1890;accepted;NA;220;Species;430823;Caprella eximia;Mayer, 1890;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella eximia Mayer, 1890. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430823 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430823;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430824;https://marinespecies.org/aphia.php?p=taxdetails&id=430824;Caprella extensimana;Laubitz, 1995;accepted;NA;220;Species;430824;Caprella extensimana;Laubitz, 1995;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella extensimana Laubitz, 1995. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430824 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430824;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430825;https://marinespecies.org/aphia.php?p=taxdetails&id=430825;Caprella falsa;Mayer, 1903;accepted;NA;220;Species;430825;Caprella falsa;Mayer, 1903;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella falsa Mayer, 1903. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430825 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430825;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430826;https://marinespecies.org/aphia.php?p=taxdetails&id=430826;Caprella ferrea;Mayer, 1903;accepted;NA;220;Species;430826;Caprella ferrea;Mayer, 1903;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella ferrea Mayer, 1903. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430826 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430826;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430827;https://marinespecies.org/aphia.php?p=taxdetails&id=430827;Caprella fimbriata;Vassilenko, 1994;accepted;NA;220;Species;430827;Caprella fimbriata;Vassilenko, 1994;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella fimbriata Vassilenko, 1994. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430827 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430827;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
101833;https://marinespecies.org/aphia.php?p=taxdetails&id=101833;Caprella fretensis;Stebbing, 1878;accepted;NA;220;Species;101833;Caprella fretensis;Stebbing, 1878;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella fretensis Stebbing, 1878. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=101833 on 2024-10-23;urn:lsid:marinespecies.org:taxname:101833;1;0;0;0;NA;exact;2004-12-21T15:54:05Z
430828;https://marinespecies.org/aphia.php?p=taxdetails&id=430828;Caprella generosa;Arimoto, 1977;accepted;NA;220;Species;430828;Caprella generosa;Arimoto, 1977;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella generosa Arimoto, 1977. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430828 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430828;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430829;https://marinespecies.org/aphia.php?p=taxdetails&id=430829;Caprella gigantea;Haller, 1880;accepted;NA;220;Species;430829;Caprella gigantea;Haller, 1880;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella gigantea Haller, 1880. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430829 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430829;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430830;https://marinespecies.org/aphia.php?p=taxdetails&id=430830;Caprella gigantochir;Mayer, 1903;accepted;NA;220;Species;430830;Caprella gigantochir;Mayer, 1903;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella gigantochir Mayer, 1903. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430830 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430830;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430831;https://marinespecies.org/aphia.php?p=taxdetails&id=430831;Caprella glabra;Aoki, 1991;accepted;NA;220;Species;430831;Caprella glabra;Aoki, 1991;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella glabra Aoki, 1991. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430831 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430831;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430832;https://marinespecies.org/aphia.php?p=taxdetails&id=430832;Caprella globiceps;Dana, 1853;accepted;NA;220;Species;430832;Caprella globiceps;Dana, 1853;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella globiceps Dana, 1853. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430832 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430832;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430840;https://marinespecies.org/aphia.php?p=taxdetails&id=430840;Caprella gorgonia;Laubitz & Lewbel, 1974;accepted;NA;220;Species;430840;Caprella gorgonia;Laubitz & Lewbel, 1974;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella gorgonia Laubitz & Lewbel, 1974. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430840 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430840;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430833;https://marinespecies.org/aphia.php?p=taxdetails&id=430833;Caprella gracilior;Mayer, 1890;accepted;NA;220;Species;430833;Caprella gracilior;Mayer, 1890;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella gracilior Mayer, 1890. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430833 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430833;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430834;https://marinespecies.org/aphia.php?p=taxdetails&id=430834;Caprella gracilipes;Grube, 1864;accepted;NA;220;Species;430834;Caprella gracilipes;Grube, 1864;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella gracilipes Grube, 1864. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430834 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430834;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430835;https://marinespecies.org/aphia.php?p=taxdetails&id=430835;Caprella gracillima;Mayer, 1890;accepted;NA;220;Species;430835;Caprella gracillima;Mayer, 1890;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella gracillima Mayer, 1890. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430835 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430835;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430837;https://marinespecies.org/aphia.php?p=taxdetails&id=430837;Caprella grahami;Wigley & Shave, 1966;accepted;NA;220;Species;430837;Caprella grahami;Wigley & Shave, 1966;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella grahami Wigley & Shave, 1966. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430837 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430837;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
101834;https://marinespecies.org/aphia.php?p=taxdetails&id=101834;Caprella grandimana;Mayer, 1882;accepted;NA;220;Species;101834;Caprella grandimana;Mayer, 1882;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella grandimana Mayer, 1882. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=101834 on 2024-10-23;urn:lsid:marinespecies.org:taxname:101834;1;0;0;0;0;exact;2019-11-15T22:04:00Z
430839;https://marinespecies.org/aphia.php?p=taxdetails&id=430839;Caprella greenleyi;McCain, 1969;accepted;NA;220;Species;430839;Caprella greenleyi;McCain, 1969;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella greenleyi McCain, 1969. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430839 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430839;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
1350192;https://marinespecies.org/aphia.php?p=taxdetails&id=1350192;Caprella hakuhoae;Takeuchi, Kihara & Matsumoto, 2019;accepted;NA;220;Species;1350192;Caprella hakuhoae;Takeuchi, Kihara & Matsumoto, 2019;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella hakuhoae Takeuchi, Kihara & Matsumoto, 2019. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=1350192 on 2024-10-23;urn:lsid:marinespecies.org:taxname:1350192;1;0;0;0;NA;exact;2019-06-11T11:49:41Z
388075;https://marinespecies.org/aphia.php?p=taxdetails&id=388075;Caprella hirayamai;Guerra-García & Takeuchi, 2003;accepted;NA;220;Species;388075;Caprella hirayamai;Guerra-García & Takeuchi, 2003;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella hirayamai Guerra-García & Takeuchi, 2003. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=388075 on 2024-10-23;urn:lsid:marinespecies.org:taxname:388075;1;0;0;0;NA;exact;2009-11-18T12:16:11Z
101835;https://marinespecies.org/aphia.php?p=taxdetails&id=101835;Caprella hirsuta;Mayer, 1890;accepted;NA;220;Species;101835;Caprella hirsuta;Mayer, 1890;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella hirsuta Mayer, 1890. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=101835 on 2024-10-23;urn:lsid:marinespecies.org:taxname:101835;1;0;0;0;NA;exact;2004-12-21T15:54:05Z
430842;https://marinespecies.org/aphia.php?p=taxdetails&id=430842;Caprella imaii;Utinomi, 1943;accepted;NA;220;Species;430842;Caprella imaii;Utinomi, 1943;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella imaii Utinomi, 1943. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430842 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430842;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
430843;https://marinespecies.org/aphia.php?p=taxdetails&id=430843;Caprella incisa;Mayer, 1903;accepted;NA;220;Species;430843;Caprella incisa;Mayer, 1903;101430;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Horton, T., Lowry, J., De Broyer, C., Bellan-Santini, D., Copilaş-Ciocianu, D., Corbari, L., Costello, M.J., Daneliya, M., Dauvin, J.-C., Fišer, C., Gasca, R., Grabowski, M., Guerra-García, J.M., Hendrycks, E., Hughes, L., Jaume, D., Jazdzewski, K., Kim, Y.-H., King, R., Krapp-Schickel, T., LeCroy, S., Lörz, A.-N., Mamos, T., Senna, A.R., Serejo, C., Souza-Filho, J.F., Tandberg, A.H., Thomas, J.D., Thurston, M., Vader, W., Väinölä, R., Valls Domedel, G., Vonk, R., White, K., Zeidler, W. (2024). World Amphipoda Database. Caprella incisa Mayer, 1903. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=430843 on 2024-10-23;urn:lsid:marinespecies.org:taxname:430843;1;0;0;0;NA;exact;2010-07-13T10:19:09Z
