"MST.nummer";"Unikt.prøvesæt.nummer";"Noter.på.plastic.posen";"Konc.målt.på.Qubit._ng.uL";"Dato.for.ekstraktion";"Ekstraktionsnummer";"Noter2";"Elueringvolumen.AE.buffer.uL";"Sub_Nmb_for_extraction";"Dato_for_indsml";"X.Noter2";"U_Pr_Nr";"MSTno_di";"wdt"
"393";"MST0565";"21";NA;"5.1";"2020-okt-29";"MST-SX15";NA;"350";"15_21";"2020-06-10";NA;"MST0565";"MST0565::2020-06-10";FALSE
"592";"MST0566";"2";NA;"7.35";"'2023-jan24";"MST-SX26";NA;"400";"26_02";"2022-03-14";NA;"MST0566";"MST0566::2022-03-14";FALSE
"312";"MST0567";"15";"Prøven er udgået, da den ved et uhled blev blandet sammen med en anden prøve";"0";"2020-sep-15";"MST-SX11";NA;"350";"11_15";"2019-06-27";NA;"MST0567";"MST0567::2019-06-27";FALSE
"424";"MST1001";"28";NA;"18.5";"2020-nov-17";"MST-SX16";NA;"350";"16_28";"#N/A-NA-#N/A";NA;"MST1001";"MST1001::#N/A-NA-#N/A";FALSE
"331";"MST1002";"18";NA;"8.75";"2020-okt-19";"MST-SX12";NA;"350";"12_18";"2020-08-06";NA;"MST1002";"MST1002::2020-08-06";FALSE
"489";"MST1003";"9";NA;"5.6";"2021-mar-31";"MST-SX20";NA;"350";"20_09";"2020-08-03";NA;"MST1003";"MST1003::2020-08-03";FALSE
"332";"MST1005";"19";NA;"5.15";"2020-okt-19";"MST-SX12";NA;"350";"12_19";"2020-08-03";NA;"MST1005";"MST1005::2020-08-03";FALSE
"425";"MST1006";"29";NA;"13.6";"2020-nov-17";"MST-SX16";NA;"350";"16_29";"#N/A-NA-#N/A";NA;"MST1006";"MST1006::#N/A-NA-#N/A";FALSE
"333";"MST1007";"20";NA;"4.37";"2020-okt-19";"MST-SX12";NA;"350";"12_20";"2020-08-03";NA;"MST1007";"MST1007::2020-08-03";FALSE
"334";"MST1008";"21";NA;"7.9";"2020-okt-19";"MST-SX12";NA;"350";"12_21";"2020-08-05";NA;"MST1008";"MST1008::2020-08-05";FALSE
"426";"MST1009";"30";NA;"7.25";"2020-nov-17";"MST-SX16";NA;"350";"16_30";"#N/A-NA-#N/A";NA;"MST1009";"MST1009::#N/A-NA-#N/A";FALSE
"335";"MST1010";"22";NA;"12.4";"2020-okt-19";"MST-SX12";NA;"350";"12_22";"2020-08-04";NA;"MST1010";"MST1010::2020-08-04";FALSE
"645";"MST1011";"3";NA;"3.93";"2023-feb-10";"MST-SX28";NA;"400";"28_03";"2022-08-02";NA;"MST1011";"MST1011::2022-08-02";FALSE
"336";"MST1013";"23";NA;"8.85";"2020-okt-19";"MST-SX12";NA;"350";"12_23";"2020-08-05";NA;"MST1013";"MST1013::2020-08-05";FALSE
"337";"MST1014";"24";NA;"6.85";"2020-okt-19";"MST-SX12";NA;"350";"12_24";"2020-08-06";NA;"MST1014";"MST1014::2020-08-06";FALSE
"338";"MST1016";"25";NA;"6";"2020-okt-19";"MST-SX12";NA;"350";"12_25";"2020-08-18";NA;"MST1016";"MST1016::2020-08-18";FALSE
"394";"MST1017";"22";NA;"5.45";"2020-okt-29";"MST-SX15";NA;"350";"15_22";"2020-08-13";NA;"MST1017";"MST1017::2020-08-13";FALSE
"758";"MST1018";"13";"Hirtshals";"11.2";"2024-feb-05";"MST-SX33";NA;"400";"33_13";"2023-09-06";NA;"MST1018";"MST1018::2023-09-06";FALSE
"339";"MST1019";"26";NA;"4.94";"2020-okt-19";"MST-SX12";NA;"350";"12_26";"2020-08-18";NA;"MST1019";"MST1019::2020-08-18";FALSE
"530";"MST1020";"1";NA;"8.45";"2022-jan-06";"MST-SX23";NA;"400";"23_01";"2021-03-19";NA;"MST1020";"MST1020::2021-03-19";FALSE
"427";"MST1021";"31";NA;"11.7";"2020-nov-17";"MST-SX16";NA;"350";"16_31";"2020-08-26";NA;"MST1021";"MST1021::2020-08-26";FALSE
"516";"MST1022";"2";"Jarob 94400007, 17-05-2021, 1.0 m, ARH170006, FYTO Forår, ARK170006";"0.428";"2021-dec-08";"MST-SX22";NA;"400";"22_02";"2021-05-17";NA;"MST1022";"MST1022::2021-05-17";FALSE
"340";"MST1023";"27";NA;"7.75";"2020-okt-19";"MST-SX12";NA;"350";"12_27";"#N/A-NA-#N/A";NA;"MST1023";"MST1023::#N/A-NA-#N/A";FALSE
"543";"MST1024";"14";NA;"1";"2022-jan-06";"MST-SX23";NA;"400";"23_14";"2021-04-15";NA;"MST1024";"MST1024::2021-04-15";FALSE
"341";"MST1025";"28";NA;"5.6";"2020-okt-19";"MST-SX12";NA;"350";"12_28";"2020-08-10";NA;"MST1025";"MST1025::2020-08-10";FALSE
"395";"MST1026";"23";NA;"3.82";"2020-okt-29";"MST-SX15";NA;"350";"15_23";"2020-08-10";NA;"MST1026";"MST1026::2020-08-10";FALSE
"584";"MST1027";"15";NA;"5.4";"2022-feb-01";"MST-SX25";NA;"400";"25_15";"2021-03-19";NA;"MST1027";"MST1027::2021-03-19";FALSE
"540";"MST1028";"11";NA;"7.15";"2022-jan-06";"MST-SX23";NA;"400";"23_11";"2021-03-15";NA;"MST1028";"MST1028::2021-03-15";FALSE
"542";"MST1030";"13";"VIB3702-1, 15-04-21, eDNA";"3.65";"2022-jan-06";"MST-SX23";NA;"400";"23_13";"2021-04-15";NA;"MST1030";"MST1030::2021-04-15";FALSE
"580";"MST1031";"11";NA;"17.5";"2022-feb-01";"MST-SX25";NA;"400";"25_11";"2021-03-17";NA;"MST1031";"MST1031::2021-03-17";FALSE
"583";"MST1032";"14";NA;"20.9";"2022-feb-01";"MST-SX25";NA;"400";"25_14";"2021-03-15";NA;"MST1032";"MST1032::2021-03-15";FALSE
"541";"MST1033";"12";NA;"4.78";"2022-jan-06";"MST-SX23";NA;"400";"23_12";"2021-03-15";NA;"MST1033";"MST1033::2021-03-15";FALSE
"578";"MST1036";"9";"FYTO, Forår, VSJ20925, 15.05.2021";"17.8";"2022-feb-01";"MST-SX25";NA;"400";"25_09";"2021-05-17";NA;"MST1036";"MST1036::2021-05-17";FALSE
"536";"MST1037";"7";NA;"4.52";"2022-jan-06";"MST-SX23";NA;"400";"23_07";"2021-03-17";NA;"MST1037";"MST1037::2021-03-17";FALSE
"538";"MST1038";"9";NA;"2.61";"2022-jan-06";"MST-SX23";NA;"400";"23_09";"2021-04-14";NA;"MST1038";"MST1038::2021-04-14";FALSE
"588";"MST1039";"19";"Fytoplankton, 26.04.21, RKB1";"13.6";"2022-feb-01";"MST-SX25";NA;"400";"25_19";"2021-04-26";NA;"MST1039";"MST1039::2021-04-26";FALSE
"695";"MST1040";"27";"'RKBI, 22-8-22, MST-1040, MST-2021-050";"10.4";"2023-may-05";"MST-SX29";NA;"400";"29_27";"2022-08-22";NA;"MST1040";"MST1040::2022-08-22";FALSE
"534";"MST1041";"5";NA;"3.02";"2022-jan-06";"MST-SX23";NA;"400";"23_05";"2021-04-14";NA;"MST1041";"MST1041::2021-04-14";FALSE
"531";"MST1043";"2";"Bundfauna, Herning bugt, 06.04.2021, Jocth, Musling, 12.04.2021";"3.06";"2022-jan-06";"MST-SX23";NA;"400";"23_02";"2021-04-06";NA;"MST1043";"MST1043::2021-04-06";FALSE
"757";"MST1044";"12";"Hirtshals";"11.8";"2024-feb-05";"MST-SX33";NA;"400";"33_12";"2023-09-06";NA;"MST1044";"MST1044::2023-09-06";FALSE
"570";"MST1045";"1";"Bundfauna, Herning bugt, 06.04.2021, Jocth, Musling, 12.04.2021";"14.2";"2022-feb-01";"MST-SX25";NA;"400";"25_01";"2021-04-06";NA;"MST1045";"MST1045::2021-04-06";FALSE
"342";"MST1046";"29";NA;"7.45";"2020-okt-19";"MST-SX12";NA;"350";"12_29";"#N/A-NA-#N/A";NA;"MST1046";"MST1046::#N/A-NA-#N/A";FALSE
"343";"MST1047";"30";NA;"7.4";"2020-okt-19";"MST-SX12";NA;"350";"12_30";"2020-08-13";NA;"MST1047";"MST1047::2020-08-13";FALSE
"517";"MST1048";"3";"Fytoplankton, 26.04.21, RKB1";"5.6";"2021-dec-08";"MST-SX22";NA;"400";"22_03";"2021-04-26";NA;"MST1048";"MST1048::2021-04-26";FALSE
"344";"MST1049";"31";NA;"8.95";"2020-okt-19";"MST-SX12";NA;"350";"12_31";"2020-08-13";NA;"MST1049";"MST1049::2020-08-13";FALSE
"345";"MST1051";"32";NA;"4.89";"2020-okt-19";"MST-SX12";NA;"350";"12_32";"2020-08-10";NA;"MST1051";"MST1051::2020-08-10";FALSE
"428";"MST1052";"32";NA;"4.96";"2020-nov-17";"MST-SX16";NA;"350";"16_32";"2020-08-26";NA;"MST1052";"MST1052::2020-08-26";FALSE
"429";"MST1053";"33";NA;"11.6";"2020-nov-17";"MST-SX16";NA;"350";"16_33";"2020-08-26";NA;"MST1053";"MST1053::2020-08-26";FALSE
"568";"MST1054";"23";"Plankton, DMU444, 18.05.2021";"6.85";"2022-jan-11";"MST-SX24";NA;"400";"24_23";"2021-05-18";NA;"MST1054";"MST1054::2021-05-18";FALSE
"492";"MST1055";"2";"Plankton, DMU444, 18.05.2021";"7.9";"2021-nov-24";"MST-SX21";NA;"400";"21_02";"2021-05-18";NA;"MST1055";"MST1055::2021-05-18";FALSE
"1";"MST2017289";"20180515-4";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No2";"350";NA;"2018-05-15";NA;"MST2017289";"MST2017289::2018-05-15";FALSE
"2";"MST2017290";"20180515-4";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No3";"350";NA;"2018-05-15";NA;"MST2017290";"MST2017290::2018-05-15";FALSE
"518";"MST2021-002";"4";NA;"5.4";"2021-dec-08";"MST-SX22";NA;"400";"22_04";"2021-07-07";NA;"MST2021002";"MST2021002::2021-07-07";TRUE
"622";"MST2021-002";"5";NA;"6.85";"'2023-jan31";"MST-SX27";NA;"400";"27_05";"2022-05-02";NA;"MST2021002";"MST2021002::2022-05-02";TRUE
"576";"MST2021-003";"7";NA;"21";"2022-feb-01";"MST-SX25";NA;"400";"25_07";"2021-08-25";NA;"MST2021003";"MST2021003::2021-08-25";TRUE
"623";"MST2021-003";"6";NA;"18.8";"'2023-jan31";"MST-SX27";NA;"400";"27_06";"2022-05-03";NA;"MST2021003";"MST2021003::2022-05-03";TRUE
"611";"MST2021-004";"21";NA;"5.9";"'2023-jan24";"MST-SX26";NA;"400";"26_21";"2022-04-19";NA;"MST2021004";"MST2021004::2022-04-19";FALSE
"557";"MST2021-005";"12";"Modtaget uge 22, 10.06.2021. Hakka";"11.7";"2022-jan-11";"MST-SX24";NA;"400";"24_12";"2021-06-01";NA;"MST2021005";"MST2021005::2021-06-01";TRUE
"599";"MST2021-005";"9";NA;"1.38";"'2023-jan24";"MST-SX26";NA;"400";"26_09";"2022-04-19";NA;"MST2021005";"MST2021005::2022-04-19";TRUE
"558";"MST2021-006";"13";NA;"7.65";"2022-jan-11";"MST-SX24";NA;"400";"24_13";"2021-08-24";NA;"MST2021006";"MST2021006::2021-08-24";TRUE
"624";"MST2021-006";"7";NA;"15.4";"'2023-jan31";"MST-SX27";NA;"400";"27_07";"2022-07-11";NA;"MST2021006";"MST2021006::2022-07-11";TRUE
"610";"MST2021-007";"20";"Bundfauna, 190422, MST007, MST021, HR712/97120010";"5.2";"'2023-jan24";"MST-SX26";NA;"400";"26_20";"2022-04-19";"Der er to MST prøver med identiske prøvernummer";"MST2021007";"MST2021007::2022-04-19";FALSE
"626";"MST2021-007";"9";"RKB1, 03.05.22, 1.0 m , eDNA";"15.6";"'2023-jan31";"MST-SX27";NA;"400";"27_09";"2022-05-03";"Der er to MST prøver med identiske prøvernummer";"MST2021007";"MST2021007::2022-05-03";FALSE
"550";"MST2021-008";"5";"KBH431, Plankton, 19.05.2021";"9.1";"2022-jan-11";"MST-SX24";NA;"400";"24_05";"2021-05-19";NA;"MST2021008";"MST2021008::2021-05-19";FALSE
"614";"MST2021-008";"24";NA;"4.34";"'2023-jan24";"MST-SX26";NA;"400";"26_24";"2022-05-03";NA;"MST2021008";"MST2021008::2022-05-03";FALSE
"634";"MST2021-009";"17";"RKB1, 03.05.22, 1.0 m , eDNA";"15";"'2023-jan31";"MST-SX27";NA;"400";"27_17";"2022-08-04";"Der er to MST prøver med identiske prøvernummer";"MST2021009";"MST2021009::2022-08-04";TRUE
"680";"MST2021-009";"12";"Navn_inds REPLA; Skib SIF; Inst MSTSjl; Dato_Inds 04-08-2022; Lok_omr 97200002; lokpos 55D52'013N;012D44'899E; max_Dyb 52.4; Dyb_Str 1m; Vwf 1500mL; vands_lgdelt ja; Dyb_lagd 5.2m; tdspkt_inds 1021; tdspkt_filt 1056; tdspkt_indfr 1101; Temp_inds 17.3; vandh_skl ja; pose_udsk ja; inds_smt fytoplankton; restv_pr ja; pos_nr ja;";"9.68";"2023-may-05";"MST-SX29";NA;"400";"29_12";"2022-08-04";"Der er to MST prøver med identiske prøvernummer";"MST2021009";"MST2021009::2022-08-04";TRUE
"617";"MST2021-010";"27";NA;"12.2";"'2023-jan24";"MST-SX26";NA;"400";"26_27";"2022-06-29";"Der er to MST prøver med identiske prøvernummer";"MST2021010";"MST2021010::2022-06-29";FALSE
"662";"MST2021-010";"20";NA;"10.4";"2023-feb-10";"MST-SX28";NA;"400";"28_20";"2022-06-29";"Der er to MST prøver med identiske prøvernummer";"MST2021010";"MST2021010::2022-06-29";FALSE
"519";"MST2021-011";"5";"STO0401011, Ålegræs, 31.08.2021";"4.23";"2021-dec-08";"MST-SX22";NA;"400";"22_05";"2021-08-31";NA;"MST2021011";"MST2021011::2021-08-31";TRUE
"609";"MST2021-011";"19";NA;"2.12";"'2023-jan24";"MST-SX26";NA;"400";"26_19";"2022-04-28";NA;"MST2021011";"MST2021011::2022-04-28";TRUE
"581";"MST2021-012";"12";"Vejle Fjord Bundfauna, 27-04-21";"11";"2022-feb-01";"MST-SX25";NA;"400";"25_12";"2021-04-27";NA;"MST2021012";"MST2021012::2021-04-27";TRUE
"594";"MST2021-012";"4";NA;"0";"'2023-jan24";"MST-SX26";NA;"400";"26_04";"2022-05-09";NA;"MST2021012";"MST2021012::2022-05-09";TRUE
"520";"MST2021-013";"6";NA;"9.55";"2021-dec-08";"MST-SX22";NA;"400";"22_06";"2021-08-25";NA;"MST2021013";"MST2021013::2021-08-25";TRUE
"632";"MST2021-013";"15";NA;"17.8";"'2023-jan31";"MST-SX27";NA;"400";"27_15";"2022-05-06";NA;"MST2021013";"MST2021013::2022-05-06";TRUE
"586";"MST2021-014";"17";"Fyto, Forår, RIB1510007, 19.05.2021";"4.35";"2022-feb-01";"MST-SX25";NA;"400";"25_17";"2021-05-19";NA;"MST2021014";"MST2021014::2021-05-19";TRUE
"593";"MST2021-014";"3";NA;"5.6";"'2023-jan24";"MST-SX26";NA;"400";"26_03";"2022-04-21";NA;"MST2021014";"MST2021014::2022-04-21";TRUE
"493";"MST2021-015";"3";"RKBI_2_9_21, RKBI, 02-09-2021, Fytoplankton";"5.4";"2021-nov-24";"MST-SX21";NA;"400";"21_03";"2021-09-02";NA;"MST2021015";"MST2021015::2021-09-02";TRUE
"615";"MST2021-015";"25";NA;"7.8";"'2023-jan24";"MST-SX26";NA;"400";"26_25";"2022-04-29";NA;"MST2021015";"MST2021015::2022-04-29";TRUE
"598";"MST2021-016";"8";NA;"9.7";"'2023-jan24";"MST-SX26";NA;"400";"26_08";"2022-05-04";NA;"MST2021016";"MST2021016::2022-05-04";FALSE
"533";"MST2021-017";"4";"Vejle Fjord, Indre  VF, 27-04-2021";"2.17";"2022-jan-06";"MST-SX23";NA;"400";"23_04";"2021-04-27";NA;"MST2021017";"MST2021017::2021-04-27";FALSE
"494";"MST2021-018";"4";"Modtaget 08.07.2021, lagt I 80C fryser 15.07.2021, Muligivs filtre fra MST Sjælland. De skrev at der kom filtre fra Niva og Bornhom (Franks Rev) men der ligger kun 1 sæt. Notat gjort 16.07.2021";"2.54";"2021-nov-24";"MST-SX21";NA;"400";"21_04";"2021-06-10";NA;"MST2021018";"MST2021018::2021-06-10";TRUE
"612";"MST2021-018";"22";NA;"7.7";"'2023-jan24";"MST-SX26";NA;"400";"26_22";"2022-05-09";NA;"MST2021018";"MST2021018::2022-05-09";TRUE
"566";"MST2021-019";"21";"NOR409, plankton, 12.05.21";"3.86";"2022-jan-11";"MST-SX24";NA;"400";"24_21";"2021-05-25";NA;"MST2021019";"MST2021019::2021-05-25";TRUE
"596";"MST2021-019";"6";NA;"4.94";"'2023-jan24";"MST-SX26";NA;"400";"26_06";"2022-04-29";NA;"MST2021019";"MST2021019::2022-04-29";TRUE
"495";"MST2021-020";"5";"Modtaget uge 22, 10.06.2021. Hakka";"8.45";"2021-nov-24";"MST-SX21";NA;"400";"21_05";"2021-06-01";NA;"MST2021020";"MST2021020::2021-06-01";TRUE
"618";"MST2021-020";"1";NA;"21";"'2023-jan31";"MST-SX27";NA;"400";"27_01";"2022-05-03";NA;"MST2021020";"MST2021020::2022-05-03";TRUE
"574";"MST2021-021";"5";"Fyto, Forår, NOR5503, 07.05.2021";"15.8";"2022-feb-01";"MST-SX25";NA;"400";"25_05";"2021-05-07";NA;"MST2021021";"MST2021021::2021-05-07";TRUE
"604";"MST2021-021";"14";"Bundfauna, 190422, MST007, MST021, HR712/97120010";"6.6";"'2023-jan24";"MST-SX26";NA;"400";"26_14";"2022-04-19";NA;"MST2021021";"MST2021021::2022-04-19";TRUE
"620";"MST2021-022";"3";NA;"17.2";"'2023-jan31";"MST-SX27";NA;"400";"27_03";"2022-05-06";NA;"MST2021022";"MST2021022::2022-05-06";FALSE
"577";"MST2021-023";"8";NA;"19";"2022-feb-01";"MST-SX25";NA;"400";"25_08";"2021-07-07";NA;"MST2021023";"MST2021023::2021-07-07";TRUE
"616";"MST2021-023";"26";NA;"5.95";"'2023-jan24";"MST-SX26";NA;"400";"26_26";"2022-04-28";NA;"MST2021023";"MST2021023::2022-04-28";TRUE
"627";"MST2021-024";"10";NA;"12";"'2023-jan31";"MST-SX27";NA;"400";"27_10";"2022-06-20";NA;"MST2021024";"MST2021024::2022-06-20";FALSE
"547";"MST2021-025";"2";"Modtaget 08.07.2021, lagt I 80C fryser 15.07.2021, Muligivs filtre fra MST Sjælland. De skrev at der kom filtre fra Niva og Bornhom (Franks Rev) men der ligger kun 1 sæt. Notat gjort 16.07.2021";"3.16";"2022-jan-11";"MST-SX24";NA;"400";"24_02";"2021-06-10";NA;"MST2021025";"MST2021025::2021-06-10";TRUE
"674";"MST2021-025";"6";"Navn_inds REPLA; Skib SIF; Inst MSTSjl; Dato_Inds 04-08-2022; Lok_omr 97200002; lokpos 55D52'013N;012D44'899E; max_Dyb 52.4; Dyb_Str 1m; Vwf 1600mL; vands_lgdelt ja; Dyb_lagd 5.2m; tdspkt_inds 1021; tdspkt_filt 1109; tdspkt_indfr 1112; Temp_inds 17.3; vandh_skl ja; pose_udsk ja; inds_smt fytoplankton; restv_pr ja; pos_nr ja;";"10.3";"2023-may-05";"MST-SX29";NA;"400";"29_06";"2022-08-04";NA;"MST2021025";"MST2021025::2022-08-04";TRUE
"521";"MST2021-026";"7";NA;"5.75";"2021-dec-08";"MST-SX22";NA;"400";"22_07";"2021-08-24";NA;"MST2021026";"MST2021026::2021-08-24";TRUE
"642";"MST2021-026";"25";NA;"6.55";"'2023-jan31";"MST-SX27";NA;"400";"27_25";"2022-05-02";NA;"MST2021026";"MST2021026::2022-05-02";TRUE
"575";"MST2021-027";"6";"Jarob 19430001, 11-05-2021, 1.0 m, VEJ0006870, Fyto Forår";"17.5";"2022-feb-01";"MST-SX25";NA;"400";"25_06";"2021-05-11";NA;"MST2021027";"MST2021027::2021-05-11";TRUE
"717";"MST2021-027";"21";"Fytoplankton, 91500007, 077; 027; 12.06.23";"19.6";"2024-jan-04";"MST-SX31";NA;"400";"31_21";"2023-06-12";NA;"MST2021027";"MST2021027::2023-06-12";TRUE
"496";"MST2021-028";"6";"'eDNA Hirtshals_27_9_21";"0.58";"2021-nov-24";"MST-SX21";NA;"400";"21_06";"2021-09-27";NA;"MST2021028";"MST2021028::2021-09-27";TRUE
"638";"MST2021-028";"21";"'9/5-22,MST2021-029,91500007";"14.6";"'2023-jan31";"MST-SX27";NA;"400";"27_21";"2022-05-09";NA;"MST2021028";"MST2021028::2022-05-09";TRUE
"497";"MST2021-029";"7";"MST2021-029, KBH431, Fytoplankton, 07-09-2021, Julis";"5.7";"2021-nov-24";"MST-SX21";NA;"400";"21_07";"2021-09-07";NA;"MST2021029";"MST2021029::2021-09-07";TRUE
"628";"MST2021-029";"11";"'9/5-22,MST2021-029,91500007";"16.8";"'2023-jan31";"MST-SX27";NA;"400";"27_11";"2022-05-09";NA;"MST2021029";"MST2021029::2022-05-09";TRUE
"498";"MST2021-030";"8";"VIB3227, plankton, 26.05.21";"4.07";"2021-nov-24";"MST-SX21";NA;"400";"21_08";"2021-05-26";NA;"MST2021030";"MST2021030::2021-05-26";TRUE
"608";"MST2021-030";"18";NA;"1.92";"'2023-jan24";"MST-SX26";NA;"400";"26_18";"2022-04-28";NA;"MST2021030";"MST2021030::2022-04-28";TRUE
"499";"MST2021-031";"9";"eDNA Knude Grund Hirtshals 17_6_21 Svend Aage Bendtsen, saabe@mst.dk";"0.97";"2021-nov-24";"MST-SX21";NA;"400";"21_09";"2021-06-17";NA;"MST2021031";"MST2021031::2021-06-17";FALSE
"556";"MST2021-032";"11";NA;"3.28";"2022-jan-11";"MST-SX24";NA;"400";"24_11";"2021-06-23";NA;"MST2021032";"MST2021032::2021-06-23";FALSE
"551";"MST2021-033";"6";"STO0401011, Ålegræs, 31.08.2021";"4.58";"2022-jan-11";"MST-SX24";NA;"400";"24_06";"2021-08-31";NA;"MST2021033";"MST2021033::2021-08-31";FALSE
"559";"MST2021-034";"14";"VIB3227, plankton, 26.05.21";"8.55";"2022-jan-11";"MST-SX24";NA;"400";"24_14";"2021-05-26";NA;"MST2021034";"MST2021034::2021-05-26";FALSE
"587";"MST2021-035";"18";"Fornæs, Makroalger, 15.09.2021";"19.6";"2022-feb-01";"MST-SX25";NA;"400";"25_18";"2021-09-15";NA;"MST2021035";"MST2021035::2021-09-15";FALSE
"562";"MST2021-036";"17";"RKBI, 02-09-2021, Fytoplankton";"12";"2022-jan-11";"MST-SX24";NA;"400";"24_17";"2021-09-02";NA;"MST2021036";"MST2021036::2021-09-02";FALSE
"563";"MST2021-037";"18";"Knude grund, 17.06.2021, Hirtshals, Svend Aage Bendtsen";"2.14";"2022-jan-11";"MST-SX24";NA;"400";"24_18";"2021-06-17";NA;"MST2021037";"MST2021037::2021-06-17";FALSE
"522";"MST2021-039";"8";"Fyto, Forår, NOR5503, 07.05.2021";"2.72";"2021-dec-08";"MST-SX22";NA;"400";"22_08";"2021-05-07";NA;"MST2021039";"MST2021039::2021-05-07";FALSE
"523";"MST2021-040";"9";"Fornæs, Grenå, Makroalger, 15.09.2021";"4.92";"2021-dec-08";"MST-SX22";NA;"400";"22_09";"2021-09-15";NA;"MST2021040";"MST2021040::2021-09-15";FALSE
"582";"MST2021-042";"13";NA;"14.6";"2022-feb-01";"MST-SX25";NA;"400";"25_13";"2021-09-27";NA;"MST2021042";"MST2021042::2021-09-27";FALSE
"524";"MST2021-043";"10";"FYTO, Forår, VSJ20925, 15.05.2021";"4.41";"2021-dec-08";"MST-SX22";NA;"400";"22_10";"2021-05-17";NA;"MST2021043";"MST2021043::2021-05-17";FALSE
"525";"MST2021-044";"11";"Fyto, Forår, RIB1510007, 19.05.2021";"2.62";"2021-dec-08";"MST-SX22";NA;"400";"22_11";"2021-05-19";NA;"MST2021044";"MST2021044::2021-05-19";FALSE
"526";"MST2021-045";"12";"Kragskov Rev Syd, 23-06-21, Svend Åge Bendtsen, saabe@mst.dk";"5.55";"2021-dec-08";"MST-SX22";NA;"400";"22_12";"2021-06-23";NA;"MST2021045";"MST2021045::2021-06-23";FALSE
"603";"MST2021-046";"13";NA;"2.22";"'2023-jan24";"MST-SX26";NA;"400";"26_13";"2022-04-28";NA;"MST2021046";"MST2021046::2022-04-28";FALSE
"545";"MST2021-048";"16";NA;"8.15";"2022-jan-06";"MST-SX23";NA;"400";"23_16";"2021-05-21";NA;"MST2021048";"MST2021048::2021-05-21";FALSE
"539";"MST2021-049";"10";"LISD0027; 21-5-21";"7.75";"2022-jan-06";"MST-SX23";NA;"400";"23_10";"2021-05-21";NA;"MST2021049";"MST2021049::2021-05-21";FALSE
"678";"MST2021-050";"10";"'RKBI, 22-8-22, MST-1040, MST-2021-050";"8.6";"2023-may-05";"MST-SX29";NA;"400";"29_10";"2022-08-22";NA;"MST2021050";"MST2021050::2022-08-22";FALSE
"585";"MST2021-051";"16";"93730002, 04.jun.2021, 1 m, RABIL";"22.5";"2022-feb-01";"MST-SX25";NA;"400";"25_16";"2021-06-04";NA;"MST2021051";"MST2021051::2021-06-04";FALSE
"500";"MST2021-052";"10";"Fyto, Fyn6900017, 14-06-21";"8.95";"2021-nov-24";"MST-SX21";NA;"400";"21_10";"2021-06-14";NA;"MST2021052";"MST2021052::2021-06-14";FALSE
"571";"MST2021-053";"2";"Jarob 94400007, 17-05-2021, 1.0 m, ARH170006, FYTO Forår, ARK170006";"15.6";"2022-feb-01";"MST-SX25";NA;"400";"25_02";"2021-05-17";NA;"MST2021053";"MST2021053::2021-05-17";FALSE
"501";"MST2021-054";"11";"MST 2021_054 25-05-2021, NOR409, plankton, 12.05.21";"1.68";"2021-nov-24";"MST-SX21";NA;"400";"21_11";"2021-05-25";NA;"MST2021054";"MST2021054::2021-05-25";FALSE
"502";"MST2021-055";"12";"Fytoplankton, 14.09.2021, 99000049";"5.3";"2021-nov-24";"MST-SX21";NA;"400";"21_12";"2021-09-14";NA;"MST2021055";"MST2021055::2021-09-14";FALSE
"565";"MST2021-056";"20";"Fytoplankton, 14.09.2021, 99000049";"8.5";"2022-jan-11";"MST-SX24";NA;"400";"24_20";"2021-09-14";NA;"MST2021056";"MST2021056::2021-09-14";FALSE
"503";"MST2021-058";"13";"Fytoplankton, 30.08.2021, VEJ0006870";"3.7";"2021-nov-24";"MST-SX21";NA;"400";"21_13";"2021-08-30";NA;"MST2021058";"MST2021058::2021-08-30";FALSE
"625";"MST2021-059";"8";NA;"19.7";"'2023-jan31";"MST-SX27";NA;"400";"27_08";"2022-06-22";NA;"MST2021059";"MST2021059::2022-06-22";FALSE
"504";"MST2021-060";"14";"KBH431, Plankton, 19.05.2021";"16.1";"2021-nov-24";"MST-SX21";NA;"400";"21_14";"#N/A-NA-#N/A";NA;"MST2021060";"MST2021060::#N/A-NA-#N/A";FALSE
"579";"MST2021-062";"10";NA;"19";"2022-feb-01";"MST-SX25";NA;"400";"25_10";"2021-05-21";NA;"MST2021062";"MST2021062::2021-05-21";FALSE
"553";"MST2021-063";"8";"Fyto, Fyn6900017, 14-06-21";"9.95";"2022-jan-11";"MST-SX24";NA;"400";"24_08";"2021-06-14";NA;"MST2021063";"MST2021063::2021-06-14";FALSE
"505";"MST2021-064";"15";"'02.09.2021, Fytoplankton, 02.09.2021, NJL";"2.96";"2021-nov-24";"MST-SX21";NA;"400";"21_15";"2021-09-02";NA;"MST2021064";"MST2021064::2021-09-02";FALSE
"506";"MST2021-065";"16";"94400007, 24.08.2021, 1,0-";"2.14";"2021-nov-24";"MST-SX21";NA;"400";"21_16";"2021-08-24";NA;"MST2021065";"MST2021065::2021-08-24";TRUE
"546";"MST2021-066";"1";"Fytoplankton, 06.09.2021, 93740007";"7.35";"2022-jan-11";"MST-SX24";NA;"400";"24_01";"2021-09-06";NA;"MST2021066";"MST2021066::2021-09-06";FALSE
