"","X","qpcrno","qpcr.rplno","lokalitet_vanda","volfilt_mL","declat","declon","plateno","Lat_Species","mnt","smpltp","smplNoSTEX","welltp","Genus","species","yea","ssn","MST.n_Dinds","aboveLOQ","NoCt","AbLOD_BeLOQ","belowLOD","freq_repl_eval","gen_specnm.qpcrno.pltn.MSTno.mnt","MSTD.LS.QN","NISfnd","orgF","yer","orgFnd","orgFnd2","ssnno","yer_ssn","yer_ssn2","lok_pos_lat","lok_pos_lon","MST.nummer","Dato_inds"
"1362","1362","qpcr0712","qpcr0712.26",99000049,"1200",55.25,15.983333,"plt02","Pseudochattonella verruculosa","May","MST0223",NA,"Unknown","Pseudochattonella","verruculosa","2018","spri","MST0223_2018-05-29","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0712..","MST0223_2018-05-29_Pseudochattonella verruculosa_qpcr0712","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",55.25,15.983333,"MST0223_2018-05-29","2018-05-29"
"1363","1363","qpcr0712","qpcr0712.27",94300001,NA,55.67411,10.09041,"plt02","Pseudochattonella verruculosa","May","MST0229",NA,"Unknown","Pseudochattonella","verruculosa","2018","spri","MST0229_2018-05-16","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0712..","MST0229_2018-05-16_Pseudochattonella verruculosa_qpcr0712","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",55.67411,10.09041,"MST0229_2018-05-16","2018-05-16"
"1364","1364","qpcr0712","qpcr0712.28",93210013,"1500",55.8675,11.787833,"plt02","Pseudochattonella verruculosa","Apr","MST0284",NA,"Unknown","Pseudochattonella","verruculosa","2018","spri","MST0284_2018-04-03","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0712..","MST0284_2018-04-03_Pseudochattonella verruculosa_qpcr0712","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",55.8675,11.787833,"MST0284_2018-04-03","2018-04-03"
"1365","1365","qpcr0712","qpcr0712.29",91500007,"1500",55.33885,8.349417,"plt02","Pseudochattonella verruculosa","May","MST0286",NA,"Unknown","Pseudochattonella","verruculosa","2018","spri","MST0286_2018-05-15","0","1","0","2","'1/2/0/0'","Pseudochattonella verruculosa.qpcr0712..","MST0286_2018-05-15_Pseudochattonella verruculosa_qpcr0712","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",55.33885,8.349417,"MST0286_2018-05-15","2018-05-15"
"1367","1367","qpcr0712","qpcr0712.30",94300001,"1600",56.131667,11.156667,"plt02","Pseudochattonella verruculosa","Sep","MST0218",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0218_2018-09-19","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0712..","MST0218_2018-09-19_Pseudochattonella verruculosa_qpcr0712","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",56.131667,11.156667,"MST0218_2018-09-19","2018-09-19"
"1368","1368","qpcr0712","qpcr0712.31",94230001,"1100",55.478275,10.51792,"plt02","Pseudochattonella verruculosa","Sep","MST0237",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0237_2018-09-10","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0712..","MST0237_2018-09-10_Pseudochattonella verruculosa_qpcr0712","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",55.478275,10.51792,"MST0237_2018-09-10","2018-09-10"
"1369","1369","qpcr0712","qpcr0712.32",94400007,"1600",56.154495,10.319002,"plt02","Pseudochattonella verruculosa","Sep","MST0211",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0211_2018-09-25","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0712..","MST0211_2018-09-25_Pseudochattonella verruculosa_qpcr0712","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",56.154495,10.319002,"MST0211_2018-09-25","2018-09-25"
"1375","1375","qpcr0712","qpcr0712.9",97200002,"1300",55.865833,12.749167,"plt02","Pseudochattonella verruculosa","Aug","MST0221",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0221_2018-08-29","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0712..","MST0221_2018-08-29_Pseudochattonella verruculosa_qpcr0712","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",55.865833,12.749167,"MST0221_2018-08-29","2018-08-29"
"1377","1377","qpcr0713","qpcr0713.10",93000005,"1500",56.856667,10.791667,"plt03","Pseudochattonella verruculosa","Sep","MST0197",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0197_2018-09-03","0","0","0","3","'0/3/0/0'","Pseudochattonella verruculosa.qpcr0713..","MST0197_2018-09-03_Pseudochattonella verruculosa_qpcr0713","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",56.856667,10.791667,"MST0197_2018-09-03","2018-09-03"
"1378","1378","qpcr0713","qpcr0713.11",99210007,"1100",54.740283,12.099767,"plt03","Pseudochattonella verruculosa","Sep","MST0109",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0109_2018-09-25","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0713..","MST0109_2018-09-25_Pseudochattonella verruculosa_qpcr0713","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",54.740283,12.099767,"MST0109_2018-09-25","2018-09-25"
"1379","1379","qpcr0713","qpcr0713.12",99000049,"1500",55.25,15.983333,"plt03","Pseudochattonella verruculosa","Sep","MST0242",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0242_2018-09-18","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0713..","MST0242_2018-09-18_Pseudochattonella verruculosa_qpcr0713","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",55.25,15.983333,"MST0242_2018-09-18","2018-09-18"
"1380","1380","qpcr0713","qpcr0713.13",93610032,"1500",56.662733,9.974033,"plt03","Pseudochattonella verruculosa","Sep","MST0194",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0194_2018-09-04","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0713..","MST0194_2018-09-04_Pseudochattonella verruculosa_qpcr0713","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",56.662733,9.974033,"MST0194_2018-09-04","2018-09-04"
"1381","1381","qpcr0713","qpcr0713.14",98210012,"1100",54.734667,11.0912,"plt03","Pseudochattonella verruculosa","Oct","MST0110",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0110_2018-10-10","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0713..","MST0110_2018-10-10_Pseudochattonella verruculosa_qpcr0713","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",54.734667,11.0912,"MST0110_2018-10-10","2018-10-10"
"1382","1382","qpcr0713","qpcr0713.15",91320001,"420",56.076167,8.224333,"plt03","Pseudochattonella verruculosa","Sep","MST0243",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0243_2018-09-04","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0713..","MST0243_2018-09-04_Pseudochattonella verruculosa_qpcr0713","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",56.076167,8.224333,"MST0243_2018-09-04","2018-09-04"
"1383","1383","qpcr0713","qpcr0713.16",91500007,"1200",55.337583,8.350617,"plt03","Pseudochattonella verruculosa","Aug","MST0128",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0128_2018-08-07","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0713..","MST0128_2018-08-07_Pseudochattonella verruculosa_qpcr0713","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",55.337583,8.350617,"MST0128_2018-08-07","2018-08-07"
"1388","1388","qpcr0713","qpcr0713.20",95600002,"1525",54.997777,10.160775,"plt03","Pseudochattonella verruculosa","May","MST0080",NA,"Unknown","Pseudochattonella","verruculosa","2018","spri","MST0080_2018-05-14","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0713..","MST0080_2018-05-14_Pseudochattonella verruculosa_qpcr0713","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",54.997777,10.160775,"MST0080_2018-05-14","2018-05-14"
"1395","1395","qpcr0713","qpcr0713.9",99000052,"1500",55.000833,13.296167,"plt03","Pseudochattonella verruculosa","Aug","MST0235",NA,"Unknown","Pseudochattonella","verruculosa","2018","fall","MST0235_2018-08-31","0","3","0","0","'3/0/0/0'","Pseudochattonella verruculosa.qpcr0713..","MST0235_2018-08-31_Pseudochattonella verruculosa_qpcr0713","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",55.000833,13.296167,"MST0235_2018-08-31","2018-08-31"
"1397","1397","qpcr0714","qpcr0714.10",93000001,"1100",56.132217,11.157867,"plt01","Mya arenaria","Aug","MST0012",NA,"Unknown","Mya","arenaria","2017","fall","MST0012_2017-08-29","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0012_2017-08-29_Mya arenaria_qpcr0714","FALSE","FALSE",2017,FALSE,0,"2nd","2017, 2nd halvår","2017, jul - nov",56.132217,11.157867,"MST0012_2017-08-29","2017-08-29"
"1398","1398","qpcr0714","qpcr0714.11",93740007,"710",56.622167,9.075833,"plt01","Mya arenaria","Sep","MST0019",NA,"Unknown","Mya","arenaria","2017","fall","MST0019_2017-09-12","0","0","3","0","'0/0/3/0'","Mya arenaria.qpcr0714..","MST0019_2017-09-12_Mya arenaria_qpcr0714","TRUE","TRUE",2017,TRUE,1,"2nd","2017, 2nd halvår","2017, jul - nov",56.622167,9.075833,"MST0019_2017-09-12","2017-09-12"
"1399","1399","qpcr0714","qpcr0714.12",95600002,"1400",54.997667,10.160333,"plt01","Mya arenaria","Sep","MST0029",NA,"Unknown","Mya","arenaria","2017","fall","MST0029_2017-09-25","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0029_2017-09-25_Mya arenaria_qpcr0714","FALSE","FALSE",2017,FALSE,0,"2nd","2017, 2nd halvår","2017, jul - nov",54.997667,10.160333,"MST0029_2017-09-25","2017-09-25"
"1400","1400","qpcr0714","qpcr0714.13",94300001,"800",55.674383,10.090417,"plt01","Mya arenaria","Sep","MST0032",NA,"Unknown","Mya","arenaria","2017","fall","MST0032_2017-09-20","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0032_2017-09-20_Mya arenaria_qpcr0714","FALSE","FALSE",2017,FALSE,0,"2nd","2017, 2nd halvår","2017, jul - nov",55.674383,10.090417,"MST0032_2017-09-20","2017-09-20"
"1401","1401","qpcr0714","qpcr0714.14",99000049,"1450",55.25,55.250017,"plt01","Mya arenaria","Oct","MST0041",NA,"Unknown","Mya","arenaria","2017","fall","MST0041_2017-10-19","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0041_2017-10-19_Mya arenaria_qpcr0714","FALSE","FALSE",2017,FALSE,0,"2nd","2017, 2nd halvår","2017, jul - nov",55.25,55.250017,"MST0041_2017-10-19","2017-10-19"
"1402","1402","qpcr0714","qpcr0714.15",97200002,"1500",55.8623,12.750267,"plt01","Mya arenaria","Sep","MST0046",NA,"Unknown","Mya","arenaria","2017","fall","MST0046_2017-09-18","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0046_2017-09-18_Mya arenaria_qpcr0714","FALSE","FALSE",2017,FALSE,0,"2nd","2017, 2nd halvår","2017, jul - nov",55.8623,12.750267,"MST0046_2017-09-18","2017-09-18"
"1403","1403","qpcr0714","qpcr0714.16",94230001,"1100",55.4678333333333,10.5169333333333,"plt01","Mya arenaria","Oct","MST0048",NA,"Unknown","Mya","arenaria","2017","fall","MST0048_2017-10-09","0","0","3","0","'0/0/3/0'","Mya arenaria.qpcr0714..","MST0048_2017-10-09_Mya arenaria_qpcr0714","TRUE","TRUE",2017,TRUE,1,"2nd","2017, 2nd halvår","2017, jul - nov",55.4678333333333,10.5169333333333,"MST0048_2017-10-09","2017-10-09"
"1404","1404","qpcr0714","qpcr0714.17",93770056,"400",56.600833,8.414833,"plt01","Mya arenaria","Apr","MST0050",NA,"Unknown","Mya","arenaria","2018","spri","MST0050_2018-04-25","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0050_2018-04-25_Mya arenaria_qpcr0714","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",56.600833,8.414833,"MST0050_2018-04-25","2018-04-25"
"1405","1405","qpcr0714","qpcr0714.18",96510125,"1200",55.027358,10.377598,"plt01","Mya arenaria","Apr","MST0055",NA,"Unknown","Mya","arenaria","2018","spri","MST0055_2018-04-24","0","0","2","1","'0/1/2/0'","Mya arenaria.qpcr0714..","MST0055_2018-04-24_Mya arenaria_qpcr0714","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",55.027358,10.377598,"MST0055_2018-04-24","2018-04-24"
"1406","1406","qpcr0714","qpcr0714.19",93500119,"1100",56.625617,10.590433,"plt01","Mya arenaria","Apr","MST0064",NA,"Unknown","Mya","arenaria","2018","spri","MST0064_2018-04-16","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0064_2018-04-16_Mya arenaria_qpcr0714","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",56.625617,10.590433,"MST0064_2018-04-16","2018-04-16"
"1408","1408","qpcr0714","qpcr0714.20",95700008,"1000",54.842127,9.819387,"plt01","Mya arenaria","Mar","MST0067",NA,"Unknown","Mya","arenaria","2018","spri","MST0067_2018-03-21","0","1","2","0","'1/0/2/0'","Mya arenaria.qpcr0714..","MST0067_2018-03-21_Mya arenaria_qpcr0714","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",54.842127,9.819387,"MST0067_2018-03-21","2018-03-21"
"1409","1409","qpcr0714","qpcr0714.21",95220322,"1500",55.139,11.515833,"plt01","Mya arenaria","Apr","MST0097",NA,"Unknown","Mya","arenaria","2018","spri","MST0097_2018-04-18","0","0","3","0","'0/0/3/0'","Mya arenaria.qpcr0714..","MST0097_2018-04-18_Mya arenaria_qpcr0714","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",55.139,11.515833,"MST0097_2018-04-18","2018-04-18"
"1410","1410","qpcr0714","qpcr0714.22",91320001,"1150",56.076167,8.224333,"plt01","Mya arenaria","Sep","MST0118",NA,"Unknown","Mya","arenaria","2017","fall","MST0118_2017-09-19","3","0","0","0","'0/0/0/3'","Mya arenaria.qpcr0714..","MST0118_2017-09-19_Mya arenaria_qpcr0714","TRUE","TRUE",2017,TRUE,1,"2nd","2017, 2nd halvår","2017, jul - nov",56.076167,8.224333,"MST0118_2017-09-19","2017-09-19"
"1411","1411","qpcr0714","qpcr0714.23",91500007,"1450",55.3375,8.350667,"plt01","Mya arenaria","Sep","MST0121",NA,"Unknown","Mya","arenaria","2017","fall","MST0121_2017-09-05","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0121_2017-09-05_Mya arenaria_qpcr0714","FALSE","FALSE",2017,FALSE,0,"2nd","2017, 2nd halvår","2017, jul - nov",55.3375,8.350667,"MST0121_2017-09-05","2017-09-05"
"1412","1412","qpcr0714","qpcr0714.24",92200001,"1350",57.607833,9.915333,"plt01","Mya arenaria","Oct","MST0131",NA,"Unknown","Mya","arenaria","2017","fall","MST0131_2017-10-10","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0131_2017-10-10_Mya arenaria_qpcr0714","FALSE","FALSE",2017,FALSE,0,"2nd","2017, 2nd halvår","2017, jul - nov",57.607833,9.915333,"MST0131_2017-10-10","2017-10-10"
"1413","1413","qpcr0714","qpcr0714.25",93000005,"1800",56.856667,10.791667,"plt01","Mya arenaria","Jun","MST0071",NA,"Unknown","Mya","arenaria","2018","spri","MST0071_2018-06-11","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0071_2018-06-11_Mya arenaria_qpcr0714","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",56.856667,10.791667,"MST0071_2018-06-11","2018-06-11"
"1414","1414","qpcr0714","qpcr0714.26",93610032,"1610",56.659,9.973333,"plt01","Mya arenaria","Jun","MST0074",NA,"Unknown","Mya","arenaria","2018","spri","MST0074_2018-06-11","0","0","1","2","'0/2/1/0'","Mya arenaria.qpcr0714..","MST0074_2018-06-11_Mya arenaria_qpcr0714","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",56.659,9.973333,"MST0074_2018-06-11","2018-06-11"
"1415","1415","qpcr0714","qpcr0714.27",93730002,"1100",56.956667,9.062333,"plt01","Mya arenaria","Jun","MST0076",NA,"Unknown","Mya","arenaria","2018","spri","MST0076_2018-06-06","3","0","0","0","'0/0/0/3'","Mya arenaria.qpcr0714..","MST0076_2018-06-06_Mya arenaria_qpcr0714","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",56.956667,9.062333,"MST0076_2018-06-06","2018-06-06"
"1416","1416","qpcr0714","qpcr0714.28",93740007,"500",56.620833,9.074833,"plt01","Mya arenaria","Jun","MST0088",NA,"Unknown","Mya","arenaria","2018","spri","MST0088_2018-06-07","0","0","3","0","'0/0/3/0'","Mya arenaria.qpcr0714..","MST0088_2018-06-07_Mya arenaria_qpcr0714","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",56.620833,9.074833,"MST0088_2018-06-07","2018-06-07"
"1417","1417","qpcr0714","qpcr0714.29",93920064,"1600",57.540783,10.479267,"plt01","Mya arenaria","Jun","MST0132",NA,"Unknown","Mya","arenaria","2018","spri","MST0132_2018-06-27","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0132_2018-06-27_Mya arenaria_qpcr0714","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",57.540783,10.479267,"MST0132_2018-06-27","2018-06-27"
"1419","1419","qpcr0714","qpcr0714.30",93220011,"1500",55.713,12.066667,"plt01","Mya arenaria","Aug","MST0141",NA,"Unknown","Mya","arenaria","2018","fall","MST0141_2018-08-16","3","0","0","0","'0/0/0/3'","Mya arenaria.qpcr0714..","MST0141_2018-08-16_Mya arenaria_qpcr0714","TRUE","TRUE",2018,TRUE,1,"2nd","2018, 2nd halvår","2018, jul - nov",55.713,12.066667,"MST0141_2018-08-16","2018-08-16"
"1420","1420","qpcr0714","qpcr0714.31",94230001,"900",55.478233,10.518233,"plt01","Mya arenaria","Jun","MST0152",NA,"Unknown","Mya","arenaria","2018","spri","MST0152_2018-06-04","3","0","0","0","'0/0/0/3'","Mya arenaria.qpcr0714..","MST0152_2018-06-04_Mya arenaria_qpcr0714","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",55.478233,10.518233,"MST0152_2018-06-04","2018-06-04"
"1421","1421","qpcr0714","qpcr0714.32",93740007,"900",56.620833,9.075833,"plt01","Mya arenaria","Aug","MST0220",NA,"Unknown","Mya","arenaria","2018","fall","MST0220_2018-08-30","0","0","3","0","'0/0/3/0'","Mya arenaria.qpcr0714..","MST0220_2018-08-30_Mya arenaria_qpcr0714","TRUE","TRUE",2018,TRUE,1,"2nd","2018, 2nd halvår","2018, jul - nov",56.620833,9.075833,"MST0220_2018-08-30","2018-08-30"
"1427","1427","qpcr0714","qpcr0714.9",99000052,"1500",54.999617,13.299867,"plt01","Mya arenaria","Aug","MST0003",NA,"Unknown","Mya","arenaria","2017","fall","MST0003_2017-08-30","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0714..","MST0003_2017-08-30_Mya arenaria_qpcr0714","FALSE","FALSE",2017,FALSE,0,"2nd","2017, 2nd halvår","2017, jul - nov",54.999617,13.299867,"MST0003_2017-08-30","2017-08-30"
"1429","1429","qpcr0715","qpcr0715.10",93730002,"700",56.954,9.062333,"plt02","Mya arenaria","Aug","MST0227",NA,"Unknown","Mya","arenaria","2018","fall","MST0227_2018-08-29","0","2","0","1","'2/1/0/0'","Mya arenaria.qpcr0715..","MST0227_2018-08-29_Mya arenaria_qpcr0715","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",56.954,9.062333,"MST0227_2018-08-29","2018-08-29"
"1430","1430","qpcr0715","qpcr0715.11",97230016,"1600",55.968167,12.566,"plt02","Mya arenaria","Jun","MST0230",NA,"Unknown","Mya","arenaria","2018","spri","MST0230_2018-06-27","3","0","0","0","'0/0/0/3'","Mya arenaria.qpcr0715..","MST0230_2018-06-27_Mya arenaria_qpcr0715","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",55.968167,12.566,"MST0230_2018-06-27","2018-06-27"
"1431","1431","qpcr0715","qpcr0715.12",95600002,"1300",54.9975,10.160833,"plt02","Mya arenaria","Aug","MST0231",NA,"Unknown","Mya","arenaria","2018","fall","MST0231_2018-08-17","0","2","0","1","'2/1/0/0'","Mya arenaria.qpcr0715..","MST0231_2018-08-17_Mya arenaria_qpcr0715","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",54.9975,10.160833,"MST0231_2018-08-17","2018-08-17"
"1432","1432","qpcr0715","qpcr0715.13",95600002,"1500",54.997398,10.161378,"plt02","Mya arenaria","Aug","MST0244",NA,"Unknown","Mya","arenaria","2018","fall","MST0244_2018-08-28","0","0","2","1","'0/1/2/0'","Mya arenaria.qpcr0715..","MST0244_2018-08-28_Mya arenaria_qpcr0715","TRUE","TRUE",2018,TRUE,1,"2nd","2018, 2nd halvår","2018, jul - nov",54.997398,10.161378,"MST0244_2018-08-28","2018-08-28"
"1433","1433","qpcr0715","qpcr0715.14",94300001,"1600",55.674047,10.090607,"plt02","Mya arenaria","Aug","MST0257",NA,"Unknown","Mya","arenaria","2018","fall","MST0257_2018-08-23","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0715..","MST0257_2018-08-23_Mya arenaria_qpcr0715","FALSE","FALSE",2018,FALSE,0,"2nd","2018, 2nd halvår","2018, jul - nov",55.674047,10.090607,"MST0257_2018-08-23","2018-08-23"
"1434","1434","qpcr0715","qpcr0715.15",93220011,"1500",55.713,12.066667,"plt02","Mya arenaria","Jun","MST0280",NA,"Unknown","Mya","arenaria","2018","spri","MST0280_2018-06-27","0","1","0","2","'1/2/0/0'","Mya arenaria.qpcr0715..","MST0280_2018-06-27_Mya arenaria_qpcr0715","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",55.713,12.066667,"MST0280_2018-06-27","2018-06-27"
"1435","1435","qpcr0715","qpcr0715.16",99000052,"1500",55.015833,13.296667,"plt02","Mya arenaria","May","MST0047",NA,"Unknown","Mya","arenaria","2018","spri","MST0047_2018-05-23","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0715..","MST0047_2018-05-23_Mya arenaria_qpcr0715","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",55.015833,13.296667,"MST0047_2018-05-23","2018-05-23"
"1436","1436","qpcr0715","qpcr0715.17",95130028,"950",55.703333,9.668333,"plt02","Mya arenaria","Apr","MST0059",NA,"Unknown","Mya","arenaria","2018","spri","MST0059_2018-04-05","0","0","3","0","'0/0/3/0'","Mya arenaria.qpcr0715..","MST0059_2018-04-05_Mya arenaria_qpcr0715","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",55.703333,9.668333,"MST0059_2018-04-05","2018-04-05"
"1437","1437","qpcr0715","qpcr0715.18",94510035,"1100",56.183983,10.59145,"plt02","Mya arenaria","May","MST0061",NA,"Unknown","Mya","arenaria","2018","spri","MST0061_2018-05-28","0","0","3","0","'0/0/3/0'","Mya arenaria.qpcr0715..","MST0061_2018-05-28_Mya arenaria_qpcr0715","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",56.183983,10.59145,"MST0061_2018-05-28","2018-05-28"
"1438","1438","qpcr0715","qpcr0715.19",96700057,"1750",55.440283,10.803883,"plt02","Mya arenaria","May","MST0063",NA,"Unknown","Mya","arenaria","2018","spri","MST0063_2018-05-03","0","3","0","0","'3/0/0/0'","Mya arenaria.qpcr0715..","MST0063_2018-05-03_Mya arenaria_qpcr0715","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",55.440283,10.803883,"MST0063_2018-05-03","2018-05-03"
"1440","1440","qpcr0715","qpcr0715.20",94400007,"1500",56.15487,10.318345,"plt02","Mya arenaria","May","MST0070",NA,"Unknown","Mya","arenaria","2018","spri","MST0070_2018-05-15","0","0","0","3","'0/3/0/0'","Mya arenaria.qpcr0715..","MST0070_2018-05-15_Mya arenaria_qpcr0715","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",56.15487,10.318345,"MST0070_2018-05-15","2018-05-15"
"1441","1441","qpcr0715","qpcr0715.21",93000001,"1500",56.131333,11.157833,"plt02","Mya arenaria","May","MST0092",NA,"Unknown","Mya","arenaria","2018","spri","MST0092_2018-05-15","0","1","1","1","'1/1/1/0'","Mya arenaria.qpcr0715..","MST0092_2018-05-15_Mya arenaria_qpcr0715","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",56.131333,11.157833,"MST0092_2018-05-15","2018-05-15"
"1442","1442","qpcr0715","qpcr0715.22",97200002,"1500",55.865833,12.749167,"plt02","Mya arenaria","May","MST0100",NA,"Unknown","Mya","arenaria","2018","spri","MST0100_2018-05-14","0","2","0","1","'2/1/0/0'","Mya arenaria.qpcr0715..","MST0100_2018-05-14_Mya arenaria_qpcr0715","FALSE","FALSE",2018,FALSE,0,"1st","2018, 1st halvår","2018, jan - jun",55.865833,12.749167,"MST0100_2018-05-14","2018-05-14"
"1443","1443","qpcr0715","qpcr0715.23",96220363,"1400",55.161633,11.65835,"plt02","Mya arenaria","Jul","MST0107",NA,"Unknown","Mya","arenaria","2018","spri","MST0107_2018-07-06","0","0","3","0","'0/0/3/0'","Mya arenaria.qpcr0715..","MST0107_2018-07-06_Mya arenaria_qpcr0715","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",55.161633,11.65835,"MST0107_2018-07-06","2018-07-06"
"1444","1444","qpcr0715","qpcr0715.24",91320001,"600",56.076167,8.224333,"plt02","Mya arenaria","May","MST0115",NA,"Unknown","Mya","arenaria","2018","spri","MST0115_2018-05-15","0","0","3","0","'0/0/3/0'","Mya arenaria.qpcr0715..","MST0115_2018-05-15_Mya arenaria_qpcr0715","TRUE","TRUE",2018,TRUE,1,"1st","2018, 1st halvår","2018, jan - jun",56.076167,8.224333,"MST0115_2018-05-15","2018-05-15"
