"","qpcrno","qpcr.rplno","lokalitet_vanda","volfilt_mL","declat","declon","plateno","Lat_Species","mnt","smpltp","smplNoSTEX","welltp","Genus","species","yea","ssn","MST.n_Dinds","aboveLOQ","NoCt","AbLOD_BeLOQ","belowLOD","freq_repl_eval","gen_specnm.qpcrno.pltn.MSTno.mnt"
"2989","qpcr0816","qpcr0816.18",99000052,1450,55.0003333333333,13.3000277777778,"plt02","Homarus americanus","May","MST0187",NA,"Unknown","Homarus","americanus",2019,"spri","MST0187_2019-05-10",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"2990","qpcr0816","qpcr0816.19",99000049,1500,55.25,15.59,"plt02","Homarus americanus","May","MST0483",NA,"Unknown","Homarus","americanus",2019,"spri","MST0483_2019-05-01",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"2991","qpcr0816","qpcr0816.2",NA,NA,NA,NA,"plt02","Homarus americanus",NA,"std1E4",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0816.."
"2992","qpcr0816","qpcr0816.20",93740007,1600,57.370125,9.068025,"plt02","Homarus americanus","May","MST0170",NA,"Unknown","Homarus","americanus",2019,"spri","MST0170_2019-05-14",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"2993","qpcr0816","qpcr0816.21",93000005,1500,56.8566666666667,10.7847222222222,"plt02","Homarus americanus","May","MST0173",NA,"Unknown","Homarus","americanus",2019,"spri","MST0173_2019-05-21",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"2994","qpcr0816","qpcr0816.22",93730002,1625,57.9565833333333,9.052075,"plt02","Homarus americanus","May","MST0164",NA,"Unknown","Homarus","americanus",2019,"spri","MST0164_2019-05-13",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"2995","qpcr0816","qpcr0816.23",91320001,230,56.0778333333333,8.21679444444444,"plt02","Homarus americanus","May","MST0453",NA,"Unknown","Homarus","americanus",2019,"spri","MST0453_2019-05-09",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"2996","qpcr0816","qpcr0816.24",93500119,1300,57.6178166666667,10.5334777777778,"plt02","Homarus americanus","Mar","MST0239",NA,"Unknown","Homarus","americanus",2019,"spri","MST0239_2019-03-12",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"2997","qpcr0816","qpcr0816.25",93730002,1000,57.955,9.05194444444444,"plt02","Homarus americanus","Aug","MST0473",NA,"Unknown","Homarus","americanus",2019,"fall","MST0473_2019-08-28",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"2998","qpcr0816","qpcr0816.26",93220011,1600,55.713,12.04,"plt02","Homarus americanus","Sep","MST0144",NA,"Unknown","Homarus","americanus",2019,"fall","MST0144_2019-09-05",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"2999","qpcr0816","qpcr0816.27",94230001,1000,55.4678333333333,10.5169333333333,"plt02","Homarus americanus","Sep","MST0188",NA,"Unknown","Homarus","americanus",2019,"fall","MST0188_2019-09-02",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"3000","qpcr0816","qpcr0816.28",99000049,1400,55.25,15.59,"plt02","Homarus americanus","Aug","MST0521",NA,"Unknown","Homarus","americanus",2019,"fall","MST0521_2019-08-07",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"3001","qpcr0816","qpcr0816.29",91500007,900,55.3376,8.35004444444444,"plt02","Homarus americanus","Aug","MST0498",NA,"Unknown","Homarus","americanus",2019,"fall","MST0498_2019-08-27",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"3002","qpcr0816","qpcr0816.3",NA,NA,NA,NA,"plt02","Homarus americanus",NA,"std1E3",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0816.."
"3003","qpcr0816","qpcr0816.30",92200001,1500,57.6078333333333,9.90025555555555,"plt02","Homarus americanus","Sep","MST0430",NA,"Unknown","Homarus","americanus",2019,"fall","MST0430_2019-09-24",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"3004","qpcr0816","qpcr0816.31",93000005,1800,56.85705,10.7846472222222,"plt02","Homarus americanus","Aug","MST0419",NA,"Unknown","Homarus","americanus",2019,"fall","MST0419_2019-08-26",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"3005","qpcr0816","qpcr0816.32",NA,NA,NA,NA,"plt02","Homarus americanus",NA,"MST0NEC",NA,"Unknown","Homarus","americanus",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"3006","qpcr0816","qpcr0816.4",NA,NA,NA,NA,"plt02","Homarus americanus",NA,"std1E2",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0816.."
"3007","qpcr0816","qpcr0816.5",NA,NA,NA,NA,"plt02","Homarus americanus",NA,"std1E1",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0816.."
"3008","qpcr0816","qpcr0816.6",NA,NA,NA,NA,"plt02","Homarus americanus",NA,"std1E0",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0816.."
"3009","qpcr0816","qpcr0816.7",NA,NA,NA,NA,"plt02","Homarus americanus",NA,"std1E-1",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,0,3,"'0/3/0/0'","Homarus americanus.qpcr0816.."
"3010","qpcr0816","qpcr0816.8",NA,NA,NA,NA,"plt02","Homarus americanus",NA,"std1ENTC",NA,"NTC","Homarus","americanus",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"3011","qpcr0816","qpcr0816.9",94300001,1500,56.1318333333333,11.1501333333333,"plt02","Homarus americanus","Jun","MST0182",NA,"Unknown","Homarus","americanus",2019,"spri","MST0182_2019-06-12",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0816.."
"3012","qpcr0817","qpcr0817.1",NA,NA,NA,NA,"plt03","Homarus americanus",NA,"std1E5",NA,"Standard","Homarus","americanus",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Homarus americanus.qpcr0817.."
"3013","qpcr0817","qpcr0817.10",99210007,1300,54.74,12.0857527777778,"plt03","Homarus americanus","Aug","MST0367",NA,"Unknown","Homarus","americanus",2019,"fall","MST0367_2019-08-14",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3014","qpcr0817","qpcr0817.11",95600002,1700,54.9979333333333,10.1670388888889,"plt03","Homarus americanus","Aug","MST0502",NA,"Unknown","Homarus","americanus",2019,"fall","MST0502_2019-08-26",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3015","qpcr0817","qpcr0817.12",93010001,1800,57.10855,11.1192944444444,"plt03","Homarus americanus","Mar","MST0462",NA,"Unknown","Homarus","americanus",2020,"spri","MST0462_2020-03-09",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3016","qpcr0817","qpcr0817.13",93610032,1650,56.6908333333333,10.0394444444444,"plt03","Homarus americanus","May","MST0424",NA,"Unknown","Homarus","americanus",2020,"spri","MST0424_2020-05-12",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3017","qpcr0817","qpcr0817.14",95600002,1600,54.9973333333333,10.1501527777778,"plt03","Homarus americanus","May","MST0533",NA,"Unknown","Homarus","americanus",2020,"spri","MST0533_2020-05-13",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3018","qpcr0817","qpcr0817.15",93000005,1400,56.8564833333333,10.7848333333333,"plt03","Homarus americanus","May","MST0526",NA,"Unknown","Homarus","americanus",2020,"spri","MST0526_2020-05-13",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3019","qpcr0817","qpcr0817.16",93730002,1000,56.9535166666667,9.05256666666667,"plt03","Homarus americanus","May","MST0529",NA,"Unknown","Homarus","americanus",2020,"spri","MST0529_2020-05-14",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3020","qpcr0817","qpcr0817.17",94400007,1300,56.1548694444444,10.3208805555556,"plt03","Homarus americanus","May","MST0530",NA,"Unknown","Homarus","americanus",2020,"spri","MST0530_2020-05-15",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3021","qpcr0817","qpcr0817.18",97200002,1350,55.8616666666667,12.7336055555556,"plt03","Homarus americanus","May","MST0384",NA,"Unknown","Homarus","americanus",2020,"spri","MST0384_2020-05-15",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3022","qpcr0817","qpcr0817.19",93740007,1075,56.62065,9.06807222222222,"plt03","Homarus americanus","May","MST0386",NA,"Unknown","Homarus","americanus",2020,"spri","MST0386_2020-05-15",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3023","qpcr0817","qpcr0817.2",NA,NA,NA,NA,"plt03","Homarus americanus",NA,"std1E4",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0817.."
"3024","qpcr0817","qpcr0817.20",94300001,1600,55.6745,10.08345,"plt03","Homarus americanus","May","MST0377",NA,"Unknown","Homarus","americanus",2020,"spri","MST0377_2020-05-18",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3025","qpcr0817","qpcr0817.21",91500007,700,55.3375166666667,8.35012777777778,"plt03","Homarus americanus","May","MST0404",NA,"Unknown","Homarus","americanus",2020,"spri","MST0404_2020-05-20",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3026","qpcr0817","qpcr0817.22",91320001,200,56.0778333333333,8.21679444444444,"plt03","Homarus americanus","May","MST0448",NA,"Unknown","Homarus","americanus",2020,"spri","MST0448_2020-05-26",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3027","qpcr0817","qpcr0817.23",93300091,1550,56.1455666666667,11.5855166666667,"plt03","Homarus americanus","May","MST0553",NA,"Unknown","Homarus","americanus",2020,"spri","MST0553_2020-05-26",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3028","qpcr0817","qpcr0817.24",93500119,1200,56.6552166666667,10.5838388888889,"plt03","Homarus americanus","May","MST0412",NA,"Unknown","Homarus","americanus",2020,"spri","MST412_2020-05-26",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3029","qpcr0817","qpcr0817.25",95700008,1400,54.8410833333333,9.81681111111111,"plt03","Homarus americanus","May","MST0353",NA,"Unknown","Homarus","americanus",2020,"spri","MST0353_2020-05-27",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3030","qpcr0817","qpcr0817.26",95130028,1300,55.7016,9.65158055555556,"plt03","Homarus americanus","May","MST0378",NA,"Unknown","Homarus","americanus",2020,"spri","MST0378_2020-05-28",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3031","qpcr0817","qpcr0817.27",94300001,1350,56.1318333333333,11.1501472222222,"plt03","Homarus americanus","Jun","MST0551",NA,"Unknown","Homarus","americanus",2020,"spri","MST0551_2020-06-02",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3032","qpcr0817","qpcr0817.28",99000049,1450,55.25,15.59,"plt03","Homarus americanus","Jun","MST0512",NA,"Unknown","Homarus","americanus",2020,"spri","MST0512_2020-06-03",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3033","qpcr0817","qpcr0817.29",95220322,1550,55.1248333333333,11.5334611111111,"plt03","Homarus americanus","Jun","MST0558",NA,"Unknown","Homarus","americanus",2020,"spri","MST0558_2020-06-04",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3034","qpcr0817","qpcr0817.3",NA,NA,NA,NA,"plt03","Homarus americanus",NA,"std1E3",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0817.."
"3035","qpcr0817","qpcr0817.30",93220011,1600,55.713,12.04,"plt03","Homarus americanus","Jun","MST0501",NA,"Unknown","Homarus","americanus",2020,"spri","MST0501_2020-06-04",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3036","qpcr0817","qpcr0817.31",94230001,1300,55.4782666666667,10.5168722222222,"plt03","Homarus americanus","Jun","MST0447",NA,"Unknown","Homarus","americanus",2020,"spri","MST0447_2020-06-08",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3037","qpcr0817","qpcr0817.32",99000052,1600,55.0001666666667,13.3000083333333,"plt03","Homarus americanus","Jun","MST0395",NA,"Unknown","Homarus","americanus",2020,"spri","MST0395_2020-06-10",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3038","qpcr0817","qpcr0817.4",NA,NA,NA,NA,"plt03","Homarus americanus",NA,"std1E2",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0817.."
"3039","qpcr0817","qpcr0817.5",NA,NA,NA,NA,"plt03","Homarus americanus",NA,"std1E1",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0817.."
"3040","qpcr0817","qpcr0817.6",NA,NA,NA,NA,"plt03","Homarus americanus",NA,"std1E0",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Homarus americanus.qpcr0817.."
"3041","qpcr0817","qpcr0817.7",NA,NA,NA,NA,"plt03","Homarus americanus",NA,"std1E-1",NA,"Standard","Homarus","americanus",NA,NA,NA,0,0,0,3,"'0/3/0/0'","Homarus americanus.qpcr0817.."
"3042","qpcr0817","qpcr0817.8",NA,NA,NA,NA,"plt03","Homarus americanus",NA,"std1ENTC",NA,"NTC","Homarus","americanus",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3043","qpcr0817","qpcr0817.9",91320001,80,56.0778333333333,8.21679444444444,"plt03","Homarus americanus","Aug","MST0379",NA,"Unknown","Homarus","americanus",2019,"fall","MST0379_2019-08-07",0,3,0,0,"'3/0/0/0'","Homarus americanus.qpcr0817.."
"3044","qpcr0821","qpcr0821.1",NA,NA,NA,NA,"plt01","Oncorhynchus mykiss",NA,"std1E5",NA,"Standard","Oncorhynchus","mykiss",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Oncorhynchus mykiss.qpcr0821.."
"3045","qpcr0821","qpcr0821.10",93770056,480,56.7090333333333,8.26817222222222,"plt01","Oncorhynchus mykiss","Jun","MST0486",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0486_2019-06-12",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3046","qpcr0821","qpcr0821.11",95130028,1360,55.7044722222222,9.67034444444444,"plt01","Oncorhynchus mykiss","Mar","MST0282",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0282_2019-03-14",0,0,3,0,"'0/0/3/0'","Oncorhynchus mykiss.qpcr0821.."
"3047","qpcr0821","qpcr0821.12",96510125,1320,55.0256666666667,10.4172694444444,"plt01","Oncorhynchus mykiss","Mar","MST0293",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0293_2019-03-07",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3048","qpcr0821","qpcr0821.13",95700008,1700,54.8372666666667,9.81814166666667,"plt01","Oncorhynchus mykiss","Mar","MST0275",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0275_2019-03-21",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3049","qpcr0821","qpcr0821.14",95220322,1400,55.1218333333333,11.5833694444444,"plt01","Oncorhynchus mykiss","Mar","MST0191",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0191_2019-03-22",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3050","qpcr0821","qpcr0821.15",95600002,1300,54.9977527777778,10.1669472222222,"plt01","Oncorhynchus mykiss","Jun","MST0177",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0177_2019-06-04",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3051","qpcr0821","qpcr0821.16",94400007,1100,56.1547194444444,10.3194083333333,"plt01","Oncorhynchus mykiss","Jun","MST0179",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0179_2019-06-11",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3052","qpcr0821","qpcr0821.17",94300001,1650,55.6737194444444,10.053805,"plt01","Oncorhynchus mykiss","Aug","MST0427",NA,"Unknown","Oncorhynchus","mykiss",2019,"fall","MST0427_2019-08-29",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3053","qpcr0821","qpcr0821.18",99000052,1450,54.9996666666667,13.2833611111111,"plt01","Oncorhynchus mykiss","Aug","MST0471",NA,"Unknown","Oncorhynchus","mykiss",2019,"fall","MST0471_2019-08-28",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3054","qpcr0821","qpcr0821.19",94400007,1700,56.1545944444444,10.3222166666667,"plt01","Oncorhynchus mykiss","Sep","MST0482",NA,"Unknown","Oncorhynchus","mykiss",2019,"fall","MST0482_2019-09-05",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3055","qpcr0821","qpcr0821.2",NA,NA,NA,NA,"plt01","Oncorhynchus mykiss",NA,"std1E4",NA,"Standard","Oncorhynchus","mykiss",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Oncorhynchus mykiss.qpcr0821.."
"3056","qpcr0821","qpcr0821.20",93610032,1600,56.6616666666667,9.96777777777778,"plt01","Oncorhynchus mykiss","Aug","MST0518",NA,"Unknown","Oncorhynchus","mykiss",2019,"fall","MST0518_2019-08-27",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3057","qpcr0821","qpcr0821.21",98210012,1000,54.7346166666667,11.0846805555556,"plt01","Oncorhynchus mykiss","Sep","MST0560",NA,"Unknown","Oncorhynchus","mykiss",2019,"fall","MST0560_2019-09-24",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3058","qpcr0821","qpcr0821.22",94300001,1600,56.1315,11.1501361111111,"plt01","Oncorhynchus mykiss","Aug","MST0450",NA,"Unknown","Oncorhynchus","mykiss",2019,"fall","MST0450_2019-08-27",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3059","qpcr0821","qpcr0821.23",97200002,1700,55.862,12.75,"plt01","Oncorhynchus mykiss","Aug","MST0422",NA,"Unknown","Oncorhynchus","mykiss",2019,"fall","MST0422_2019-08-26",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3060","qpcr0821","qpcr0821.24",93740007,700,57.3698666666667,9.06805555555556,"plt01","Oncorhynchus mykiss","Aug","MST0527",NA,"Unknown","Oncorhynchus","mykiss",2019,"fall","MST0527_2019-08-29",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3061","qpcr0821","qpcr0821.25",93610032,1350,56.66285,9.96779444444444,"plt01","Oncorhynchus mykiss","May","MST0185",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0185_2019-05-22",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3062","qpcr0821","qpcr0821.26",93770056,590,56.7090333333333,8.26817222222222,"plt01","Oncorhynchus mykiss","Jun","MST0562",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0562_2019-06-12",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3063","qpcr0821","qpcr0821.27",94300001,1300,55.6746,10.0848722222222,"plt01","Oncorhynchus mykiss","May","MST0189",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0189_2019-05-28",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3064","qpcr0821","qpcr0821.28",94230001,950,55.4782666666667,10.5169111111111,"plt01","Oncorhynchus mykiss","May","MST0292",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0292_2019-05-27",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3065","qpcr0821","qpcr0821.29",91650035,400,55.0933,8.56669722222222,"plt01","Oncorhynchus mykiss","Apr","MST0489",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0489_2019-04-02",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3066","qpcr0821","qpcr0821.3",NA,NA,NA,NA,"plt01","Oncorhynchus mykiss",NA,"std1E3",NA,"Standard","Oncorhynchus","mykiss",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Oncorhynchus mykiss.qpcr0821.."
"3067","qpcr0821","qpcr0821.30",97200002,1600,55.862,12.75,"plt01","Oncorhynchus mykiss","May","MST0183",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0183_2019-05-23",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3068","qpcr0821","qpcr0821.31",95220322,1400,55.1218333333333,11.5833694444444,"plt01","Oncorhynchus mykiss","Mar","MST0215",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0215_2019-03-22",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3069","qpcr0821","qpcr0821.32",NA,NA,NA,NA,"plt01","Oncorhynchus mykiss",NA,"MSTNEC",NA,"Unknown","Oncorhynchus","mykiss",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3070","qpcr0821","qpcr0821.4",NA,NA,NA,NA,"plt01","Oncorhynchus mykiss",NA,"std1E2",NA,"Standard","Oncorhynchus","mykiss",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Oncorhynchus mykiss.qpcr0821.."
"3071","qpcr0821","qpcr0821.5",NA,NA,NA,NA,"plt01","Oncorhynchus mykiss",NA,"std1E1",NA,"Standard","Oncorhynchus","mykiss",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Oncorhynchus mykiss.qpcr0821.."
"3072","qpcr0821","qpcr0821.6",NA,NA,NA,NA,"plt01","Oncorhynchus mykiss",NA,"std1E0",NA,"Standard","Oncorhynchus","mykiss",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Oncorhynchus mykiss.qpcr0821.."
"3073","qpcr0821","qpcr0821.7",NA,NA,NA,NA,"plt01","Oncorhynchus mykiss",NA,"std1E-1",NA,"Standard","Oncorhynchus","mykiss",NA,NA,NA,0,0,0,3,"'0/3/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3074","qpcr0821","qpcr0821.8",NA,NA,NA,NA,"plt01","Oncorhynchus mykiss",NA,"NTC",NA,"NTC","Oncorhynchus","mykiss",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3075","qpcr0821","qpcr0821.9",91650035,400,55.0933,8.56669722222222,"plt01","Oncorhynchus mykiss","Apr","MST0505",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0505_2019-04-02",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0821.."
"3076","qpcr0822","qpcr0822.1",NA,NA,NA,NA,"plt02","Oncorhynchus mykiss",NA,"std1E5",NA,"Standard","Oncorhynchus","mykiss",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Oncorhynchus mykiss.qpcr0822.."
"3077","qpcr0822","qpcr0822.10",93220011,1500,55.713,12.04,"plt02","Oncorhynchus mykiss","May","MST0476",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0476_2019-05-23",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3078","qpcr0822","qpcr0822.11",93500119,1350,57.6178166666667,10.5334777777778,"plt02","Oncorhynchus mykiss","Mar","MST0269",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0269_2019-03-12",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3079","qpcr0822","qpcr0822.12",97200002,1650,55.93765,12.5168833333333,"plt02","Oncorhynchus mykiss","Jun","MST0158",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0158_2019-06-25",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3080","qpcr0822","qpcr0822.13",92200001,1500,57.6078333333333,9.90025555555555,"plt02","Oncorhynchus mykiss","Jun","MST0129",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0129_2019-06-28",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3081","qpcr0822","qpcr0822.14",95700008,1450,54.8372666666667,9.81814166666667,"plt02","Oncorhynchus mykiss","Mar","MST0300",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0300_2019-03-21",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3082","qpcr0822","qpcr0822.15",95130028,1300,55.7044722222222,9.67034444444444,"plt02","Oncorhynchus mykiss","Mar","MST0278",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0278_2019-03-14",0,1,2,0,"'1/0/2/0'","Oncorhynchus mykiss.qpcr0822.."
"3083","qpcr0822","qpcr0822.16",96510125,1300,55.0256666666667,10.4172694444444,"plt02","Oncorhynchus mykiss","Mar","MST0266",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0266_2019-03-07",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3084","qpcr0822","qpcr0822.17",91500007,1200,55.3375,8.35011666666667,"plt02","Oncorhynchus mykiss","May","MST0414",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0414_2019-05-14",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3085","qpcr0822","qpcr0822.18",99000052,1450,55.0003333333333,13.3000277777778,"plt02","Oncorhynchus mykiss","May","MST0187",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0187_2019-05-10",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3086","qpcr0822","qpcr0822.19",99000049,1500,55.25,15.59,"plt02","Oncorhynchus mykiss","May","MST0483",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0483_2019-05-01",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3087","qpcr0822","qpcr0822.2",NA,NA,NA,NA,"plt02","Oncorhynchus mykiss",NA,"std1E4",NA,"Standard","Oncorhynchus","mykiss",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Oncorhynchus mykiss.qpcr0822.."
"3088","qpcr0822","qpcr0822.20",93740007,1600,57.370125,9.068025,"plt02","Oncorhynchus mykiss","May","MST0170",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0170_2019-05-14",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
"3089","qpcr0822","qpcr0822.21",93000005,1500,56.8566666666667,10.7847222222222,"plt02","Oncorhynchus mykiss","May","MST0173",NA,"Unknown","Oncorhynchus","mykiss",2019,"spri","MST0173_2019-05-21",0,3,0,0,"'3/0/0/0'","Oncorhynchus mykiss.qpcr0822.."
